id,date,check_in,check_out,employee_id
7959,2024-09-17,2024-09-17 04:53:49,2024-09-17 14:05:03,149
7960,2024-09-17,2024-09-17 04:54:31,2024-09-17 14:06:22,165
7961,2024-09-17,2024-09-17 04:54:36,2024-09-17 14:13:31,148
7962,2024-09-17,2024-09-17 04:56:54,2024-09-17 14:08:05,142
7963,2024-09-17,2024-09-17 04:57:51,2024-09-17 14:03:33,145
7964,2024-09-17,2024-09-17 04:58:01,2024-09-17 14:03:49,152
7965,2024-09-17,2024-09-17 04:59:49,2024-09-17 14:07:30,156
7971,2024-09-17,2024-09-17 05:06:13,2024-09-17 14:04:55,170
7972,2024-09-17,2024-09-17 05:06:53,2024-09-17 14:05:17,147
7973,2024-09-17,2024-09-17 05:07:15,2024-09-17 14:18:47,154
7974,2024-09-17,2024-09-17 05:07:21,2024-09-17 14:19:02,189
7977,2024-09-17,2024-09-17 05:09:06,2024-09-17 10:41:09,158
7978,2024-09-17,2024-09-17 05:09:14,2024-09-17 14:06:46,159
7979,2024-09-17,2024-09-17 05:09:23,2024-09-17 14:04:16,144
7980,2024-09-17,2024-09-17 05:10:29,2024-09-17 14:04:07,183
7982,2024-09-17,2024-09-17 05:11:30,,175
7985,2024-09-17,2024-09-17 05:13:41,2024-09-17 14:05:58,164
7987,2024-09-17,2024-09-17 05:20:37,2024-09-17 14:12:16,157
7989,2024-09-17,2024-09-17 05:21:17,2024-09-17 14:07:22,187
7991,2024-09-17,2024-09-17 05:43:36,2024-09-17 14:14:40,151
7992,2024-09-17,2024-09-17 06:19:11,2024-09-17 14:06:16,166
7994,2024-09-18,2024-09-18 04:41:48,,169
7995,2024-09-18,2024-09-18 04:42:43,2024-09-18 14:02:12,177
7997,2024-09-18,2024-09-18 04:46:33,2024-09-18 14:02:52,165
7998,2024-09-18,2024-09-18 04:46:39,2024-09-18 14:23:09,148
8000,2024-09-18,2024-09-18 04:51:58,2024-09-18 14:02:20,146
8002,2024-09-18,2024-09-18 04:56:01,2024-09-18 14:02:42,149
8003,2024-09-18,2024-09-18 04:56:07,2024-09-18 14:04:08,187
8005,2024-09-18,2024-09-18 04:56:26,2024-09-18 14:08:43,142
8006,2024-09-18,2024-09-18 04:57:07,2024-09-18 14:15:48,154
8007,2024-09-18,2024-09-18 04:57:15,2024-09-18 14:15:43,189
8009,2024-09-18,2024-09-18 04:57:39,2024-09-18 14:01:51,145
8010,2024-09-18,2024-09-18 04:57:56,2024-09-18 14:01:43,152
8012,2024-09-18,2024-09-18 04:58:45,2024-09-18 14:06:53,153
8013,2024-09-18,2024-09-18 05:00:28,2024-09-18 14:03:19,170
8014,2024-09-18,2024-09-18 05:00:58,,151
8015,2024-09-18,2024-09-18 05:01:03,2024-09-18 14:18:59,178
8016,2024-09-18,2024-09-18 05:01:58,2024-09-18 14:29:53,160
8017,2024-09-18,2024-09-18 05:02:07,2024-09-18 14:03:14,183
8019,2024-09-18,2024-09-18 05:03:12,2024-09-18 14:04:24,166
8022,2024-09-18,2024-09-18 05:05:21,2024-09-18 14:06:08,156
8023,2024-09-18,2024-09-18 05:08:12,,175
8024,2024-09-18,2024-09-18 05:08:22,2024-09-18 14:05:20,144
8025,2024-09-18,2024-09-18 05:09:19,2024-09-18 12:53:45,158
8026,2024-09-18,2024-09-18 05:09:28,2024-09-18 14:05:51,159
8028,2024-09-18,2024-09-18 05:09:45,2024-09-18 14:10:06,167
8029,2024-09-18,2024-09-18 05:10:01,2024-09-18 14:03:54,147
8030,2024-09-18,2024-09-18 05:14:03,2024-09-18 14:04:47,164
8032,2024-09-18,2024-09-18 05:16:12,2024-09-18 14:12:55,157
8036,2024-09-19,2024-09-19 04:49:52,2024-09-19 14:18:51,165
8037,2024-09-19,2024-09-19 04:49:56,2024-09-19 14:19:24,148
8038,2024-09-19,2024-09-19 04:51:09,2024-09-19 14:32:55,169
8039,2024-09-19,2024-09-19 04:51:46,2024-09-19 14:09:00,177
8040,2024-09-19,2024-09-19 04:53:57,2024-09-19 14:08:52,146
8042,2024-09-19,2024-09-19 04:54:22,2024-09-19 14:20:39,145
8043,2024-09-19,2024-09-19 04:54:30,2024-09-19 14:20:48,152
8044,2024-09-19,2024-09-19 04:56:34,2024-09-19 14:25:35,142
8047,2024-09-19,2024-09-19 04:57:29,2024-09-19 14:21:50,178
8048,2024-09-19,2024-09-19 04:57:50,2024-09-19 14:20:14,153
8051,2024-09-19,2024-09-19 05:00:12,2024-09-19 14:08:27,187
8053,2024-09-19,2024-09-19 05:00:31,,151
8054,2024-09-19,2024-09-19 05:01:50,2024-09-19 14:12:25,154
8055,2024-09-19,2024-09-19 05:01:58,2024-09-19 14:26:39,189
8056,2024-09-19,2024-09-19 05:02:04,,167
8057,2024-09-19,2024-09-19 05:02:26,2024-09-19 14:32:12,160
8059,2024-09-19,2024-09-19 05:02:39,2024-09-19 14:20:23,170
8061,2024-09-19,2024-09-19 05:05:14,2024-09-19 14:25:45,175
8063,2024-09-19,2024-09-19 05:05:57,2024-09-19 14:24:18,166
8064,2024-09-19,2024-09-19 05:06:05,2024-09-19 14:10:17,183
8067,2024-09-19,2024-09-19 05:07:22,2024-09-19 14:11:01,147
8068,2024-09-19,2024-09-19 05:07:46,2024-09-19 14:23:35,144
8069,2024-09-19,2024-09-19 05:09:32,2024-09-19 14:21:15,158
8070,2024-09-19,2024-09-19 05:09:40,2024-09-19 14:12:54,159
8071,2024-09-19,2024-09-19 05:09:51,2024-09-19 14:08:44,149
8074,2024-09-19,2024-09-19 05:12:48,2024-09-19 14:24:54,164
8075,2024-09-19,2024-09-19 05:23:51,2024-09-19 14:26:29,157
8076,2024-09-21,2024-09-21 04:54:13,2024-09-21 14:00:24,145
8077,2024-09-21,2024-09-21 04:54:22,2024-09-21 14:00:31,152
8078,2024-09-21,2024-09-21 04:54:28,2024-09-21 14:01:19,146
8079,2024-09-21,2024-09-21 04:54:35,2024-09-21 14:02:23,177
8080,2024-09-21,2024-09-21 04:54:40,2024-09-21 14:19:17,148
8081,2024-09-21,2024-09-21 04:54:58,2024-09-21 14:01:58,149
8084,2024-09-21,2024-09-21 04:55:17,2024-09-21 10:04:42,153
8085,2024-09-21,2024-09-21 04:55:22,2024-09-21 14:10:30,169
8087,2024-09-21,2024-09-21 04:59:43,2024-09-21 14:05:47,142
8089,2024-09-21,2024-09-21 05:01:41,2024-09-21 14:12:49,160
8090,2024-09-21,2024-09-21 05:02:31,2024-09-21 14:01:32,170
8091,2024-09-21,2024-09-21 05:03:17,2024-09-21 14:09:11,154
8092,2024-09-21,2024-09-21 05:03:25,2024-09-21 14:11:11,189
8095,2024-09-21,2024-09-21 05:04:00,2024-09-21 14:17:37,151
8096,2024-09-21,2024-09-21 05:05:12,2024-09-21 14:02:16,187
8098,2024-09-21,2024-09-21 05:05:38,2024-09-21 14:05:55,156
8100,2024-09-21,2024-09-21 05:08:03,2024-09-21 14:04:57,178
8102,2024-09-21,2024-09-21 05:08:33,2024-09-21 14:02:11,183
8103,2024-09-21,2024-09-21 05:08:42,2024-09-21 07:49:16,144
8105,2024-09-21,2024-09-21 05:10:02,2024-09-21 14:02:31,147
8106,2024-09-21,2024-09-21 05:11:14,2024-09-21 14:10:22,175
8107,2024-09-21,2024-09-21 05:13:12,2024-09-21 14:02:52,159
8108,2024-09-21,2024-09-21 05:23:11,2024-09-21 14:01:47,164
8109,2024-09-21,2024-09-21 05:25:30,2024-09-21 14:06:00,167
8110,2024-09-22,2024-09-22 04:44:58,2024-09-22 14:03:10,148
8111,2024-09-22,2024-09-22 04:45:30,2024-09-22 14:03:17,165
8112,2024-09-22,2024-09-22 04:45:37,2024-09-22 14:01:00,152
8113,2024-09-22,2024-09-22 04:45:41,2024-09-22 14:01:07,145
8115,2024-09-22,2024-09-22 04:47:32,2024-09-22 14:03:14,177
8117,2024-09-22,2024-09-22 04:48:20,2024-09-22 13:03:19,169
8118,2024-09-22,2024-09-22 04:51:47,2024-09-22 14:03:06,146
8120,2024-09-22,2024-09-22 04:52:25,2024-09-22 14:04:33,149
8121,2024-09-22,2024-09-22 04:58:28,2024-09-22 14:08:40,153
8122,2024-09-22,2024-09-22 04:58:44,2024-09-22 14:04:46,142
8124,2024-09-22,2024-09-22 05:00:13,2024-09-22 14:11:06,178
8125,2024-09-22,2024-09-22 05:01:22,2024-09-22 14:10:59,160
8126,2024-09-22,2024-09-22 05:01:30,2024-09-22 14:04:57,156
8127,2024-09-22,2024-09-22 05:01:37,2024-09-22 14:08:57,154
8128,2024-09-22,2024-09-22 05:01:45,2024-09-22 14:07:07,189
8130,2024-09-22,2024-09-22 05:01:59,2024-09-22 14:02:07,170
8132,2024-09-22,2024-09-22 05:04:41,,166
8136,2024-09-22,2024-09-22 05:06:52,2024-09-22 14:02:00,183
8137,2024-09-22,2024-09-22 05:07:35,2024-09-22 14:03:30,144
8138,2024-09-22,2024-09-22 05:07:56,2024-09-22 14:04:06,159
8139,2024-09-22,2024-09-22 05:11:37,2024-09-22 14:08:47,167
8140,2024-09-22,2024-09-22 05:13:27,,175
8142,2024-09-22,2024-09-22 05:18:55,2024-09-22 14:03:24,147
8143,2024-09-22,2024-09-22 05:20:39,2024-09-22 14:11:23,151
8144,2024-09-22,2024-09-22 06:35:01,2024-09-22 14:05:05,187
8146,2024-09-23,2024-09-23 04:51:02,2024-09-23 14:11:05,148
8147,2024-09-23,2024-09-23 04:51:10,2024-09-23 08:31:54,145
8149,2024-09-23,2024-09-23 04:51:27,2024-09-23 14:02:46,146
8151,2024-09-23,2024-09-23 04:51:41,2024-09-23 14:03:36,165
8153,2024-09-23,2024-09-23 04:52:14,2024-09-23 14:02:06,152
8154,2024-09-23,2024-09-23 04:53:07,2024-09-23 14:02:23,177
8156,2024-09-23,2024-09-23 04:54:08,2024-09-23 14:03:04,149
8157,2024-09-23,2024-09-23 04:55:08,2024-09-23 14:30:03,169
8158,2024-09-23,2024-09-23 04:56:02,2024-09-23 14:07:24,159
8159,2024-09-23,2024-09-23 04:56:26,2024-09-23 14:07:37,142
8160,2024-09-23,2024-09-23 04:57:01,2024-09-23 14:02:17,170
8161,2024-09-23,2024-09-23 04:57:24,2024-09-23 14:06:18,147
8163,2024-09-23,2024-09-23 04:58:46,2024-09-23 14:06:24,153
8165,2024-09-23,2024-09-23 05:01:34,2024-09-23 14:05:10,154
8166,2024-09-23,2024-09-23 05:01:43,2024-09-23 14:10:51,189
8168,2024-09-23,2024-09-23 05:04:25,2024-09-23 14:23:03,160
8169,2024-09-23,2024-09-23 05:05:05,2024-09-23 14:02:51,167
8170,2024-09-23,2024-09-23 05:06:06,2024-09-23 14:03:13,156
8171,2024-09-23,2024-09-23 05:07:04,2024-09-23 14:04:52,183
8172,2024-09-23,2024-09-23 05:09:01,2024-09-23 14:13:27,175
8173,2024-09-23,2024-09-23 05:11:15,2024-09-23 14:05:02,144
8175,2024-09-23,2024-09-23 05:14:54,2024-09-23 14:03:30,164
8178,2024-09-23,2024-09-23 05:21:01,2024-09-23 14:15:02,151
8179,2024-09-23,2024-09-23 05:40:17,2024-09-23 14:32:29,178
8182,2024-09-24,2024-09-24 04:45:12,2024-09-24 15:37:52,148
8183,2024-09-24,2024-09-24 04:45:19,2024-09-24 14:06:19,165
8184,2024-09-24,2024-09-24 04:45:24,2024-09-24 08:23:05,145
8185,2024-09-24,2024-09-24 04:47:51,2024-09-24 14:17:54,177
8186,2024-09-24,2024-09-24 04:48:58,2024-09-24 14:44:06,160
8187,2024-09-24,2024-09-24 04:49:06,2024-09-24 14:02:57,152
8189,2024-09-24,2024-09-24 04:50:11,2024-09-24 14:07:05,169
8194,2024-09-24,2024-09-24 04:55:08,2024-09-24 14:03:42,149
8195,2024-09-24,2024-09-24 04:56:36,2024-09-24 15:08:32,178
8196,2024-09-24,2024-09-24 04:56:57,2024-09-24 14:17:48,146
8198,2024-09-24,2024-09-24 04:58:20,2024-09-24 14:10:26,142
8202,2024-09-24,2024-09-24 04:59:13,2024-09-24 14:03:34,187
8204,2024-09-24,2024-09-24 05:01:36,2024-09-24 14:04:26,170
8205,2024-09-24,2024-09-24 05:01:54,2024-09-24 15:09:02,151
8206,2024-09-24,2024-09-24 05:02:15,2024-09-24 14:19:18,154
8207,2024-09-24,2024-09-24 05:02:30,2024-09-24 14:18:59,189
8208,2024-09-24,2024-09-24 05:04:23,2024-09-24 14:03:46,144
8209,2024-09-24,2024-09-24 05:05:46,2024-09-24 14:09:37,147
8211,2024-09-24,2024-09-24 05:07:37,2024-09-24 14:05:50,183
8212,2024-09-24,2024-09-24 05:08:17,2024-09-24 14:05:20,156
8213,2024-09-24,2024-09-24 05:09:40,2024-09-24 14:21:33,175
8214,2024-09-24,2024-09-24 05:10:28,2024-09-24 14:13:54,159
8215,2024-09-24,2024-09-24 05:11:15,,179
8216,2024-09-24,2024-09-24 05:18:17,2024-09-24 14:10:05,167
8218,2024-09-24,2024-09-24 06:21:43,2024-09-24 14:11:39,153
8220,2024-09-25,2024-09-25 04:46:01,2024-09-25 08:15:44,145
8222,2024-09-25,2024-09-25 04:47:40,2024-09-25 14:10:16,148
8223,2024-09-25,2024-09-25 04:47:47,2024-09-25 14:14:42,169
8224,2024-09-25,2024-09-25 04:47:52,2024-09-25 14:03:30,165
8225,2024-09-25,2024-09-25 04:48:13,2024-09-25 14:01:33,177
8228,2024-09-25,2024-09-25 04:50:46,2024-09-25 14:03:50,152
8229,2024-09-25,2024-09-25 04:52:10,2024-09-25 14:03:42,149
8232,2024-09-25,2024-09-25 04:55:44,2024-09-25 14:07:54,154
8233,2024-09-25,2024-09-25 04:55:52,2024-09-25 14:07:00,189
8234,2024-09-25,2024-09-25 04:55:56,2024-09-25 14:02:26,146
8236,2024-09-25,2024-09-25 04:56:22,2024-09-25 14:09:55,160
8238,2024-09-25,2024-09-25 04:58:11,2024-09-25 14:10:03,142
8239,2024-09-25,2024-09-25 05:00:42,2024-09-25 14:05:39,153
8240,2024-09-25,2024-09-25 05:00:50,2024-09-25 14:04:41,187
8241,2024-09-25,2024-09-25 05:00:59,2024-09-25 14:02:08,156
8244,2024-09-25,2024-09-25 05:01:54,2024-09-25 14:06:42,159
8245,2024-09-25,2024-09-25 05:02:12,2024-09-25 14:03:36,183
8246,2024-09-25,2024-09-25 05:02:27,2024-09-25 14:09:19,147
8247,2024-09-25,2024-09-25 05:02:34,2024-09-25 14:05:58,167
8248,2024-09-25,2024-09-25 05:03:25,2024-09-25 14:14:32,178
8250,2024-09-25,2024-09-25 05:05:09,2024-09-25 14:14:03,175
8251,2024-09-25,2024-09-25 05:05:38,2024-09-25 14:02:32,170
8252,2024-09-25,2024-09-25 05:06:10,2024-09-25 14:02:10,164
8256,2024-09-25,2024-09-25 05:09:27,2024-09-25 14:15:42,151
8258,2024-09-25,2024-09-25 05:15:05,2024-09-25 14:10:10,157
8260,2024-09-25,2024-09-25 07:17:14,2024-09-25 14:03:15,144
8261,2024-09-26,2024-09-26 04:43:46,2024-09-26 14:24:50,157
8262,2024-09-26,2024-09-26 04:44:01,2024-09-26 08:13:05,145
8263,2024-09-26,2024-09-26 04:46:34,2024-09-26 14:19:30,177
8265,2024-09-26,2024-09-26 04:48:52,2024-09-26 14:07:58,152
8271,2024-09-26,2024-09-26 04:53:38,2024-09-26 14:10:48,148
8272,2024-09-26,2024-09-26 04:53:45,2024-09-26 14:19:26,165
8273,2024-09-26,2024-09-26 04:54:28,2024-09-26 14:19:34,146
8274,2024-09-26,2024-09-26 04:55:28,2024-09-26 14:22:14,164
8275,2024-09-26,2024-09-26 04:58:51,2024-09-26 14:20:35,153
8276,2024-09-26,2024-09-26 04:59:31,2024-09-26 14:22:52,142
8277,2024-09-26,2024-09-26 05:00:04,2024-09-26 14:19:12,170
8279,2024-09-26,2024-09-26 05:00:54,2024-09-26 14:04:00,147
8281,2024-09-26,2024-09-26 05:03:01,2024-09-26 14:21:07,154
8282,2024-09-26,2024-09-26 05:03:10,2024-09-26 14:30:27,189
